subject,trial,feature,roi
10,71,"[0.9331778370435398, 0.8281457768961642, 0.800180694517958, 0.4897357844584195, 0.8672444654270222, 0.34931919832766345, 0.7674087257538758, 0.41846169999300165, 0.08202934044231946, 0.9310104656379405, 0.07757920347287128, 0.6432538081197302, 0.7290768009674318]",mouth
10,72,"[0.4930644323779173, 0.7900569004878344, 0.9494413015095017, 0.6744904240790521, 0.6083458610496281, 0.4481916263177097, 0.32230819491855967, 0.1367758239607686, 0.6009603839317229, 0.9177564008413764, 0.1427588075221472, 0.27004965212625753, 0.3946223911570953]",mouth
10,73,"[0.09343585124812981, 0.13697644708369472, 0.09063943898069426, 0.27693933342117494, 0.43898120443998867, 0.5291156714709332, 0.7603570740237362, 0.21092810025373998, 0.5037285932835397, 0.6488352606138958, 0.08169759864491577, 0.6408016675368073, 0.5735879918415496]",mouth
10,74,"[0.030581263619541832, 0.966864688891785, 0.5819634261379923, 0.26141968078654076, 0.9956066458055037, 0.37768795104005637, 0.8494342068234448, 0.9633025028771118, 0.6651905850095323, 0.9290247961290237, 0.4005094509962569, 0.28191033125417797, 0.5201738672465167]",eye
10,75,"[0.9957788795965503, 0.8992838143656783, 0.5145868179634697, 0.4100638176381365, 0.9484308614402343, 0.533404844042744, 0.20827438009672672, 0.0615470553377897, 0.14636639772821158, 0.47348223840661163, 0.5060473415102128, 0.43246783375417075, 0.05540890617909511]",
10,76,"[0.38952520014167735, 0.163803891191448, 0.5360305367723877, 0.7088665931295464, 0.24326175254626325, 0.7880698683778216, 0.8725068709090494, 0.2990608567097577, 0.3004783099544438, 0.2507521285764479, 0.5376424239341353, 0.8106470094828985, 0.48027733185222754]",mouth
10,77,"[0.5999843559007366, 0.5128986970178224, 0.3869202213584024, 0.9277595487514223, 0.3223822973352727, 0.1780815656721707, 0.21525127911417397, 0.0838101354553602, 0.43601678042963143, 0.5154178548272184, 0.24424054334611833, 0.7863719356153407, 0.635446240509156]",
10,78,"[0.2923930962210751, 0.5536027728298046, 0.4324223290297835, 0.1493065969412265, 0.4371795139332042, 0.5327464599146934, 0.6441929838116504, 0.7526909741646294, 0.9344993978331605, 0.3496242247598692, 0.996683740495545, 0.24038619509207637, 0.5803047330215743]",
10,79,"[0.7050384510391087, 0.5183546998038132, 0.16460934017935502, 0.44802592164419164, 0.4084574525653729, 0.9852398803108451, 0.42716749062795056, 0.9131585025959224, 0.519155333802808, 0.9294801966232276, 0.8160961528197184, 0.0917704925003695, 0.04466641823141959]",mouth
10,80,"[0.2790060863481846, 0.3717108282776208, 0.663529710706561, 0.6479962169618733, 0.05732296032892281, 0.13911941756474144, 0.645098289012356, 0.4581068273045137, 0.5512946137787759, 0.5288067062244628, 0.12935074775682465, 0.7622012016420704, 0.4706008959539645]",mouth
10,81,"[0.9273403163375938, 0.8471218016204535, 0.8270347015352775, 0.42207161862165, 0.9939911696295648, 0.6663138747886777, 0.6077213077003466, 0.4543495201034041, 0.6041181358698501, 0.07350040185886131, 0.39248805643691453, 0.56947027838721, 0.22902395439810597]",mouth
10,82,"[0.05702156895469779, 0.6728156416453192, 0.5376460035181035, 0.403588508848316, 0.0467371521610036, 0.5879112603688611, 0.6819570283716075, 0.29193748128760066, 0.9380635887192769, 0.7208088280719016, 0.04913147895148773, 0.192087369186852, 0.7414350940393193]",
10,83,"[0.5465920156667758, 0.5675139729313116, 0.44443739990946296, 0.701718894657087, 0.7237353109260214, 0.8618223064289207, 0.7380494939695449, 0.3460065889469812, 0.03393922199061372, 0.5545353527147521, 0.5870519322132104, 0.3913787539013839, 0.3172402538709156]",mouth
10,84,"[0.8808301796019742, 0.33594718949110847, 0.422780090677393, 0.06403784099265797, 0.5771672216080446, 0.24471629493864056, 0.08916921578629455, 0.3855001361406043, 0.3681028880098002, 0.6868437454486148, 0.6727683615099441, 0.8377625138644879, 0.4655597535011816]",eye
10,85,"[0.11126482428522966, 0.5142640035568772, 0.4920527754003283, 0.0007068139070598445, 0.5038208421165532, 0.6130127731941553, 0.8907165783029428, 0.2777304306106604, 0.15865612473818003, 0.029312851167673237, 0.7614851139805315, 0.9763842822302087, 0.7048989808933314]",mouth
10,86,"[0.18064011082307663, 0.14736623939525217, 0.13092697362028172, 0.09326868188406656, 0.5751462623003777, 0.2758830647926577, 0.5207585465772394, 0.7275094146376099, 0.18940435978020043, 0.5013851465324703, 0.9614825173659667, 0.7945856070719324, 0.2606094688558902]",
10,87,"[0.7705834593964858, 0.1589363870025754, 0.4501536811925768, 0.5219722861916096, 0.3661711672134239, 0.360673560630387, 0.9782827414308243, 0.3401803916447764, 0.9525067442266497, 0.36381412055874107, 0.5726419559909283, 0.14137457060047365, 0.9413957248548815]",
10,88,"[0.8129577080404484, 0.48140722098944844, 0.07574369618340382, 0.830624659225039, 0.7175550278955588, 0.798822124408932, 0.4037559473097643, 0.0003014133526020313, 0.871032964772985, 0.8969931851018212, 0.783882316253687, 0.915663612419717, 0.8193445756077743]",
10,89,"[0.3036205421115723, 0.722974946404713, 0.4416812729906524, 0.7059487511681479, 0.14244473940374602, 0.7867985000747887, 0.4003608215608997, 0.47438902483693135, 0.05547774063540911, 0.9689987622738478, 0.062429944386356406, 0.2723667389169969, 0.1742634630813481]",
10,90,"[0.6277577718709996, 0.7007616752206146, 0.26979900951187763, 0.27015389604876183, 0.041443342440618425, 0.4856618825956045, 0.11391692787849894, 0.40143698633401825, 0.9747820733599348, 0.43769699762490866, 0.27242363711505957, 0.29658518118005905, 0.1596229404123446]",
10,91,"[0.8916115180550311, 0.968070097165748, 0.18933960029452856, 0.5497876008799822, 0.294960975041927, 0.4930391821881851, 0.4314183992414925, 0.9968040357273561, 0.01735807383328425, 0.6029547594302115, 0.8847527614539203, 0.8166776029724299, 0.30213763390995185]",
10,92,"[0.7720133892956982, 0.6194297737129307, 0.6283400834046348, 0.4954432951306329, 0.49584174491654565, 0.36439849446828454, 0.2736910538827413, 0.7596866838395879, 0.872062404999161, 0.3854925700189442, 0.06983605379719626, 0.8146706341607391, 0.5337718247062785]",eye
10,93,"[0.5131755856778781, 0.9711340100605745, 0.8156988106132463, 0.4916519988922985, 0.39789940685211955, 0.8751376415912083, 0.2874864267041517, 0.09598468405172378, 0.06708890960417335, 0.7067623859701749, 0.37516362151005245, 0.3764004643759118, 0.011220949193464835]",
10,94,"[0.2333837525611716, 0.9324373881005358, 0.3617574990919713, 0.4729103614869655, 0.5044935453057887, 0.5212549121177701, 0.017140229626746994, 0.4913158918406837, 0.017054969781551743, 0.5229845034826572, 0.3680426264483615, 0.2472197893249124, 0.4149414224459189]",eye
10,95,"[0.6713158949225747, 0.4309626325616073, 0.26591435105752426, 0.5819424067233364, 0.08357619555535023, 0.9650650639926344, 0.38300226049709307, 0.8282541493548217, 0.4610655017223608, 0.3372192927944735, 0.6124787891748565, 0.03664471036743677, 0.5674074004483362]",eye
10,96,"[0.24272569329180937, 0.0022501278486110055, 0.815740504047538, 0.3567177183783804, 0.1559125996318932, 0.12629764009515565, 0.1767746293471596, 0.8767753654812535, 0.08257782367320543, 0.4448420078249733, 0.4760740698406274, 0.0054534501641938515, 0.4611340353341645]",
10,97,"[0.46378994892318115, 0.11675271115455099, 0.6819836564122737, 0.4388160173225061, 0.38822371525079036, 0.5562079989395886, 0.6617365684225405, 0.7062378230413889, 0.54498316785608, 0.7742125780604736, 0.19485633991361506, 0.5054775609418337, 0.8986719503580614]",mouth
10,98,"[0.009930966311972989, 0.010045159490354005, 0.7756379055475628, 0.6508727713961254, 0.9361396415515671, 0.31795949779453947, 0.7747097327279211, 0.2449536828167106, 0.6748383949732433, 0.7441683338918721, 0.32613621585987096, 0.42314839143562966, 0.5621295689850863]",
10,99,"[0.6566552480669817, 0.4015607185668063, 0.5916080473071835, 0.21274203745348974, 0.501898236212571, 0.8066995798108227, 0.5525909333915546, 0.5424033263385152, 0.6245865723096066, 0.5825885088052014, 0.867696029693782, 0.30443647843119315, 0.9778695104100752]",eye
10,100,"[0.24766074987217834, 0.7583594663928579, 0.8608159008139566, 0.36360968474399846, 0.5314065922670953, 0.9048648751114335, 0.6432072417241164, 0.5193085857772649, 0.5531027832811638, 0.7739272696525465, 0.4851518370680067, 0.8079711603562151, 0.412594392421341]",eye
10,101,"[0.09390260528414451, 0.14572339884697738, 0.14441802421506134, 0.9874703948363914, 0.46263682163234077, 0.13852473771101326, 0.18889290693246086, 0.15927748772763373, 0.11515613631509092, 0.34110079980378616, 0.5778160000614483, 0.041243050419660476, 0.3049456349200318]",eye
10,102,"[0.9778151925690105, 0.07883892920844837, 0.4968187672207037, 0.9730941150752231, 0.9358618090635984, 0.8179769752039282, 0.38100234997037175, 0.1873505567196807, 0.10765084347664611, 0.7980285495990257, 0.3855259241854473, 0.9570141869803888, 0.3266639285571208]",mouth
10,103,"[0.42778990356275115, 0.4618402989260789, 0.5768282156596923, 0.7006269067282549, 0.03524906508110348, 0.3099700377464557, 0.475146850438248, 0.8912048132588627, 0.2563524472879113, 0.6310527247853586, 0.5141134054575269, 0.9072815227121548, 0.46680124598850403]",
10,104,"[0.6526854449366979, 0.5722753230481564, 0.033106737172564515, 0.6797073456687888, 0.6169284022413383, 0.010372113597407973, 0.674817125172768, 0.048534717599507116, 0.7425777250007064, 0.21991897565608653, 0.14194827737145221, 0.8280492093774864, 0.7839927210693054]",mouth
10,105,"[0.752001202439613, 0.2625415184663523, 0.4960195568574183, 0.715032032945726, 0.6489614648536114, 0.07587608046974292, 0.3265872159216179, 0.0668660999468752, 0.6131351340503305, 0.7612544477877414, 0.06810672904448956, 0.5342880303267166, 0.028343551058316763]",mouth
10,106,"[0.0796597321970769, 0.11181202992561812, 0.7748099362913193, 0.9760800708743116, 0.8855831115479249, 0.9470896566482251, 0.06253800997617154, 0.39355018374098905, 0.9817120432121125, 0.43091198665786146, 0.9822163727429094, 0.5044857557787887, 0.8197906839426142]",
10,107,"[0.87160362010894, 0.43916595583531304, 0.11988494318481546, 0.6496502399122256, 0.20534109457121696, 0.863303838594613, 0.2636810340777682, 0.1364847415747893, 0.6697146823427897, 0.2566294011868696, 0.5423339144906573, 0.9042593151343713, 0.5244390064841082]",mouth
10,108,"[0.49389158941100364, 0.25531788607544026, 0.6063982681393891, 0.6147634598563404, 0.3303960358968797, 0.8832305318741552, 0.018983660761264787, 0.025656173117867387, 0.9386608438818569, 0.140060115556623, 0.9053329328301504, 0.12873315687343756, 0.57132723956447]",eye
10,109,"[0.10023310023290644, 0.13918089235509368, 0.5491400900985046, 0.9674199978554794, 0.024416406297648297, 0.8264118203140365, 0.041195555656210914, 0.32821005838637696, 0.9067101788732362, 0.9736027659713969, 0.47305600416837223, 0.5253862971028344, 0.6562633476173056]",mouth
10,110,"[0.28153225607962407, 0.8810415575030152, 0.27188088430320856, 0.8673689121962674, 0.17278612666132542, 0.6997329064911628, 0.6715170982269523, 0.05202839759955036, 0.5552840429152659, 0.8268605951800791, 0.5210129592041012, 0.9042305576542435, 0.10655615423696763]",mouth
10,111,"[0.5661209134636167, 0.3146788055585209, 0.8063142662588526, 0.44619645668329655, 0.7274757661771116, 0.38030619428959966, 0.23493698646482075, 0.3338810707414487, 0.8833482417851595, 0.9420020670581262, 0.9322215228032137, 0.26579501444474973, 0.792434950656208]",mouth
10,112,"[0.776105044144499, 0.6761616441846324, 0.0821094681826775, 0.3259527481882216, 0.31836014573407456, 0.517735206109281, 0.9655023829195449, 0.5482970991302959, 0.006578940914034659, 0.10058413310027925, 0.3635602504712112, 0.126156970328554, 0.03036088268933579]",
10,113,"[0.6760236489833015, 0.40699771750186575, 0.557439067997602, 0.665525875950273, 0.09822513310366987, 0.07784310664697192, 0.3575252916881355, 0.45217274734551416, 0.3140278708464037, 0.2414654559371241, 0.5036102023933647, 0.8490690342713867, 0.22120378666484986]",
10,114,"[0.14882331550332073, 0.7486861844696394, 0.9880424589259897, 0.07125318047670759, 0.3928937766908377, 0.47120077128489934, 0.780333132666124, 0.4437224515579594, 0.48549961097857874, 0.3167862586350212, 0.15805686286197407, 0.7714863580333239, 0.044345733561293676]",
10,115,"[0.4686035922605918, 0.42570264019645054, 0.4968574788776763, 0.9454430407655232, 0.46821936772653205, 0.32635463721584157, 0.5099392876954206, 0.590933037547567, 0.7862854983492872, 0.7748516617030163, 0.23613423214283136, 0.035296681736235014, 0.8167283367338175]",eye
10,116,"[0.4294471572298446, 0.06612168700856147, 0.9133735044452876, 0.2814220518161389, 0.5515249186813959, 0.9648546508182023, 0.5106183236141844, 0.4416533507187673, 0.6373891824847884, 0.39140443367298083, 0.49664154026107665, 0.004205972682121195, 0.06627503632924059]",
10,117,"[0.31831623943712606, 0.07818118279906972, 0.4954418290341517, 0.8870718718827266, 0.29017723660521855, 0.27685797406195445, 0.0368471459870825, 0.9499923285501681, 0.26221515450408606, 0.5513900666777817, 0.40276759805782003, 0.17520394249946392, 0.3875795602563069]",mouth
10,118,"[0.9341512260834981, 0.5202474677397949, 0.03942528482628349, 0.22389936572481783, 0.7671526834607098, 0.9221655618784279, 0.5541653615842816, 0.7547509046357952, 0.012118337212077113, 0.3206823317113692, 0.3527090416762373, 0.11529883448080835, 0.9813195755378704]",mouth
10,119,"[0.24277458044859102, 0.3322479408960147, 0.6524975950990918, 0.7948611560359237, 0.9708019244785067, 0.5768797425251326, 0.6579209545624941, 0.6751079334934852, 0.3567267677414232, 0.0005424703771940154, 0.4855123909975445, 0.6187364662849557, 0.6267995116446113]",mouth
10,120,"[0.15909864362893733, 0.6509174886102174, 0.8709385410862576, 0.5544179557578255, 0.5181963538846568, 0.5439361978520877, 0.8913454648492795, 0.49968491533295656, 0.055270026109543346, 0.2558911279061672, 0.1793273230304342, 0.13475901140231572, 0.41183688508813765]",mouth
10,121,"[0.7398546670750747, 0.45526276392746223, 0.8749371359917509, 0.9104686984550301, 0.2629736815997348, 0.01484585156588314, 0.12750050674661473, 0.22001790075341887, 0.5692569556775738, 0.6007441081679873, 0.09004773475311945, 0.5956303385473918, 0.31630959782885804]",mouth
10,122,"[0.378575720881169, 0.5074648180573218, 0.3449173731951296, 0.8621155974726069, 0.3872130407226715, 0.33404866036214553, 0.3511731932707458, 0.9896309639916034, 0.2646350406586774, 0.4379657710029399, 0.10134831340092876, 0.09189663232299328, 0.7353364681977081]",eye
10,123,"[0.9931499950702853, 0.5861550855111758, 0.8483257817573521, 0.9627918987073864, 0.729508609061152, 0.41801582607221344, 0.8671231700266454, 0.9865542870786133, 0.4911808908621619, 0.2087791170694251, 0.03602927635853492, 0.9719146527927844, 0.23742102123868403]",eye
10,124,"[0.15236130332564657, 0.7676983021943155, 0.9922728350404947, 0.33817943134943296, 0.5636680250674537, 0.27273705482122446, 0.8697768482342488, 0.40904492691803807, 0.5069153880927614, 0.5466507036057616, 0.47473210469929605, 0.01429142167550257, 0.093398578807668]",eye
10,125,"[0.14922595990255205, 0.7282370541096991, 0.19156044100829495, 0.4715938942067268, 0.950243348262754, 0.4146038189596679, 0.2202150728674258, 0.9856605979459585, 0.7692864837624193, 0.5636222562220143, 0.48945896765351926, 0.060362913397128626, 0.8552195485944011]",
10,126,"[0.1331714631922607, 0.592652698943538, 0.8142033070718487, 0.4708995878104082, 0.8284241254212841, 0.7043682221514491, 0.4584491890689929, 0.984424219117148, 0.6873069449197357, 0.49854848230710136, 0.2979360216645003, 0.9813661340655879, 0.5275296131300631]",mouth
10,127,"[0.3137200496446416, 0.12170609098472862, 0.7881648774186957, 0.5877105767999464, 0.7691352998233123, 0.049209922509160675, 0.41861835924762203, 0.524580192338339, 0.9373939775172443, 0.17833223733143133, 0.7898729200714993, 0.9547105513551171, 0.8061739344764964]",mouth
10,128,"[0.3085204665078374, 0.08448028128832374, 0.2813280916439368, 0.09557510581266337, 0.5143316511193872, 0.6756779650990364, 0.12033801932171972, 0.9841704677408026, 0.42794595728268237, 0.038920988190709216, 0.6813998332718108, 0.4914696485887362, 0.9502545984954617]",eye
10,129,"[0.8899674554155629, 0.7475267891548182, 0.15368305163876095, 0.9542543826100803, 0.9873311509751275, 0.2706645947679963, 0.49778200687832863, 0.9134634854995252, 0.28204120911138586, 0.7588970559256937, 0.1203910831399071, 0.29939092911560994, 0.11998680988329247]",
10,130,"[0.9317974649190515, 0.599510225541638, 0.8682700911757762, 0.6630183082924741, 0.8248274833844859, 0.9486981965859504, 0.6060812548859063, 0.562809604266311, 0.17007098637049378, 0.9359483542582373, 0.6711555874236229, 0.841560789393364, 0.8032293310099365]",
10,131,"[0.14020091832220694, 0.6306557900572173, 0.8212661113550908, 0.9145773112467203, 0.9857844577525431, 0.5671313553362515, 0.40029368937246146, 0.8403306463570991, 0.24262946909165273, 0.5480936898658622, 0.9518101924699419, 0.3692380435492777, 0.7039282406755814]",mouth
10,132,"[0.8983498053223491, 0.0971066376511871, 0.5188771523127909, 0.5924347372596671, 0.8235903447518861, 0.19943757086685177, 0.3681519908501175, 0.05356044197205423, 0.8984042229285392, 0.747103533473857, 0.4475139810297244, 0.5454933333411554, 0.929597472675635]",mouth
